[DEBUG] 2020-02-17 13:25:50.216 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-17 13:25:50.223 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-17 13:25:50.235 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-17 13:25:50.373 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-17 13:25:50.376 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-17 13:25:50.686 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-17 13:25:51.044 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-17 13:25:51.072 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-17 13:25:51.075 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-02-17 13:25:51.098 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-02-17 13:25:51.146 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@336880df
[DEBUG] 2020-02-17 13:25:51.147 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@336880df
[DEBUG] 2020-02-17 13:25:51.147 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@336880df
[DEBUG] 2020-02-17 13:25:51.147 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@75fc1992
[DEBUG] 2020-02-17 13:25:51.148 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@7be7e15
[DEBUG] 2020-02-17 13:25:51.149 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@4248b963
[DEBUG] 2020-02-17 13:25:51.150 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@72725ee1
[DEBUG] 2020-02-17 13:25:51.150 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@72725ee1
[DEBUG] 2020-02-17 13:25:51.153 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@72725ee1
[DEBUG] 2020-02-17 13:25:51.154 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@249e0271
[DEBUG] 2020-02-17 13:25:51.154 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@249e0271
[DEBUG] 2020-02-17 13:25:51.155 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@249e0271
[DEBUG] 2020-02-17 13:25:51.156 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@3bfc6a5e
