[DEBUG] 2020-02-17 11:43:25.463 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-17 11:43:25.465 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-17 11:43:25.470 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-17 11:43:25.543 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-17 11:43:25.545 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-17 11:43:25.772 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-17 11:43:26.084 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-17 11:43:26.105 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-17 11:43:26.106 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-02-17 11:43:26.123 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-02-17 11:43:26.152 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@1846579f
[DEBUG] 2020-02-17 11:43:26.152 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@1846579f
[DEBUG] 2020-02-17 11:43:26.152 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@1846579f
[DEBUG] 2020-02-17 11:43:26.153 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5fac521d
[DEBUG] 2020-02-17 11:43:26.153 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@3abfe845
[DEBUG] 2020-02-17 11:43:26.154 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@7f08caf
[DEBUG] 2020-02-17 11:43:26.155 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@40e60ece
[DEBUG] 2020-02-17 11:43:26.155 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@40e60ece
[DEBUG] 2020-02-17 11:43:26.155 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@40e60ece
[DEBUG] 2020-02-17 11:43:26.156 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@4893b344
[DEBUG] 2020-02-17 11:43:26.156 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@4893b344
[DEBUG] 2020-02-17 11:43:26.157 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@4893b344
[DEBUG] 2020-02-17 11:43:26.158 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@51b35e4e
[DEBUG] 2020-02-17 11:43:26.158 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@51b35e4e
[DEBUG] 2020-02-17 11:43:26.158 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@51b35e4e
[DEBUG] 2020-02-17 11:43:26.159 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@62db0521
[DEBUG] 2020-02-17 11:43:26.161 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@62db0521
[DEBUG] 2020-02-17 11:43:26.161 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@62db0521
[DEBUG] 2020-02-17 11:43:26.162 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@7be3a9ce
